pmid	title	virus_name	virus_abbr	virus_family	virus_genus	host_phylum	host_class	host_common_name	host_association_method	discovery_context
30261300	Characterization and immune function of the thioredoxin-interacting protein (TXNIP) from Litopenaeus vannamei.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30265693	Transcriptome analysis of Macrobrachium rosenbergii intestines under the white spot syndrome virus and poly (I:C) challe	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30278186	Transgenerational plasticity and antiviral immunity in the Pacific oyster (Crassostrea gigas) against Ostreid herpesviru	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
30278186	Transgenerational plasticity and antiviral immunity in the Pacific oyster (Crassostrea gigas) against Ostreid herpesviru	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
30278220	White spot syndrome virus (WSSV) infection impacts intestinal microbiota composition and function in Litopenaeus vanname	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30281676	Rapid capture and detection of ostreid herpesvirus-1 from Pacific oyster Crassostrea gigas and seawater using magnetic b	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	isolated_and_cultured
30292870	Molecular cloning, characterization and expression analysis of ARMC6, ARMC7, ARMC8 from Pacific white shrimp, Litopenaeu	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30310074	Immune-suppression by OsHV-1 viral infection causes fatal bacteraemia in Pacific oysters.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
30316944	Functional characterization of a matrix metalloproteinase 2 gene in Litopenaeus vannamei.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30327099	A fast and visual method for duplex shrimp pathogens detection with high specificity using rapid PCR and molecular beaco	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30336173	Proteomic profiling of the white shrimp Litopenaeus vannamei (Boone, 1931) hemocytes infected with white spot syndrome v	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30337920	White Spot Syndrome Virus-Induced Shrimp miR-315 Attenuates Prophenoloxidase Activation via 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30339874	Litopenaeus vannamei attenuates white spot syndrome virus replication by specific antiviral peptides generated from hemo	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30346944	Structure of the Macrobrachium rosenbergii nodavirus: A new genus within the Nodaviridae?	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
30352263	WSSV-host interaction: Host response and immune evasion.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30381264	A new crustin homologue (SpCrus6) involved in the antimicrobial and antiviral innate immunity in mud crab, Scylla parama	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30385317	Identification of a CqCaspase gene with antiviral activity from red claw crayfish Cherax quadricarinatus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30389645	Silver nanoparticles enhance survival of white spot syndrome virus infected Penaeus vannamei shrimps by activation of it	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30393174	Effects of environmental stress on shrimp innate immunity and white spot syndrome virus infection.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30404800	Crustacean Genome Exploration Reveals the Evolutionary Origin of White Spot Syndrome Virus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30408492	A low-density lipoprotein receptor (LDLR) class A domain-containing C-type lectin from Litopenaeus vannamei plays opposi	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30408492	A low-density lipoprotein receptor (LDLR) class A domain-containing C-type lectin from Litopenaeus vannamei plays opposi	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Cnidaria	Hydrozoa	cnidarian	disease_outbreak	metagenomic_with_host_evidence
30414403	WSV181 inhibits JAK/STAT signaling and promotes viral replication in Drosophila.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30447431	The Penaeus stylirostris densovirus capsid interacts with Litopenaeus vannamei troponin I.	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30453045	Antibiotics and chemical disease-control agents reduce innate disease resistance in crayfish.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30471336	Macrobrachium rosenbergii nodavirus (MrNV)-CP-RNA-2 DNA vaccine confers protective immunity in giant freshwater prawn Ma	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30502470	Cloning and functional characterization of thioredoxin gene from kuruma shrimp Marsupenaeus japonicus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30507372	ICTV virus taxonomy profile: Sarthroviridae.	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30513284	Susceptibility of two abalone species, Haliotis diversicolor supertexta and Haliotis discus hannai, to Haliotid herpesvi	haliotid herpesvirus 1	AbHV-1	Malacoherpesviridae	Aurivirus	Mollusca	Gastropoda	mollusk	disease_outbreak	metagenomic_with_host_evidence
30533940	Complete Genome Sequences of Four Major Viruses Infecting Marine Shrimp in Egypt.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30533940	Complete Genome Sequences of Four Major Viruses Infecting Marine Shrimp in Egypt.	hepatopancreatic parvovirus	HPV	Parvoviridae	Decapodpenstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30542951	The Improvement and Application of Lentivirus-Mediated Gene Transfer and Expression System in Penaeid Shrimp Cells.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30550739	Identification and immune-related analysis of SNPs in Litopenaeus vannamei Toll3 receptor.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30553890	Hematopoietic tissue of Macrobrachium rosenbergii plays dual roles as a source of hemocyte hematopoiesis and as a defens	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30554072	White spot syndrome virus infection activates Caspase 1-mediated cell death in crustacean.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30588400	Nanocontainer designed from an infectious hypodermal and hematopoietic necrosis virus (IHHNV) has excellent physical sta	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30619352	Shrimp miR-1000 Functions in Antiviral Immunity by Simultaneously Triggering the Degradation of Two Viral mRNAs.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30630002	Quantitative serum proteomics analyses reveal shrimp responses against WSSV infection.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30637403	Complete Genome Sequence of White Spot Syndrome Virus Isolated from Indian White Prawn (	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30659620	Multiple infections caused by white spot syndrome virus and Enterocytozoon hepatopenaei in pond-reared Penaeus vannamei 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30659620	Multiple infections caused by white spot syndrome virus and Enterocytozoon hepatopenaei in pond-reared Penaeus vannamei 	infectious myonecrosis virus	IMNV	Totiviridae	Giardiavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30682407	The crab Relish plays an important role in white spot syndrome virus and Vibrio alginolyticus infection.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30687110	Comparison and Evaluation of Four Species of Macro-Algaes as Dietary Ingredients in 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30690656	Identification and characterization of novel double zinc fingers encoded by putative proteins in genome of white spot sy	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
30700734	RNA-seq of HaHV-1-infected abalones reveals a common transcriptional signature of Malacoherpesviruses.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Gastropoda	mollusk	confirmed_infection	metagenomic_with_host_evidence
30707739	Expression, purification and characterization of the dimeric protruding domain of Macrobrachium rosenbergii nodavirus ca	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
30850643	Thermally-responsive Virus-like Particle for Targeted Delivery of Cancer Drug.	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
31059814	Molecular cloning of the Rab7 effector RILP (Rab-interacting lysosomal protein) in Litopenaeus vannamei and preliminary 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31491531	Functional characterization of a protein inhibitor of activated STAT (PIAS) gene in Litopenaeus vannamei.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31715182	Development and characterization of white spot disease linked microsatellite DNA markers in Penaeus monodon, and their a	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31921103	RPS27, a sORF-Encoded Polypeptide, Functions Antivirally by Activating the NF-κB Pathway and Interacting With Viral Enve	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31921300	A Polymorphic (CT)	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31935436	Epitope mapping of the White Spot Syndrome Virus (WSSV) VP28 monoclonal antibody through combined in silico and in vitro	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31945483	Identification and characterization of a novel L-type lectin (MjLTL2) from kuruma shrimp (Marsupenaeus japonicus).	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31945483	Identification and characterization of a novel L-type lectin (MjLTL2) from kuruma shrimp (Marsupenaeus japonicus).	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Cnidaria	Hydrozoa	cnidarian	disease_outbreak	metagenomic_with_host_evidence
31945484	Mitochondrial ATPase inhibitor factor 1, MjATPIF1, is beneficial for WSSV replication in kuruma shrimp (Marsupenaeus jap	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31945486	WSV152 induces apoptosis and promotes viral replication in Litopenaeus vannamei.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31947590	The Complete Genome of an Endogenous Nimavirus (	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31968265	Litopenaeus vannamei sirtuin 6 homolog (LvSIRT6) is involved in immune response by modulating hemocytes ROS production a	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31968267	Effects of Synechococcus sp. PCC 7942 harboring vp19, vp28, and vp (19 + 28) on the survival and immune response of Lito	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
31999002	Potential of genomic selection for improvement of resistance to ostreid herpesvirus in Pacific oyster (Crassostrea gigas	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
32045638	Effects of hesperidin on the growth performance, antioxidant capacity, immune responses and disease resistance of red sw	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32048310	Assessment of transmission risk in WSSV-infected shrimp Litopenaeus vannamei upon cooking.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32069894	Identification and Molecular Characterization of a Pellino Protein in Kuruma Prawn (	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32078959	A histone K-lysine acetyltransferase CqKAT2A-like gene promotes white spot syndrome virus infection by enhancing histone	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32087277	Molecular characterization of troponin T in Scylla paramamosain and its role in Vibrio alginolyticus and white spot synd	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32103821	First report of an idiopathic partial tail myonecrosis in European brown shrimp Crangon crangon caught in the North Sea.	infectious myonecrosis virus	IMNV	Totiviridae	Giardiavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32117975	Chemotaxis Assay for 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32120969	Antibacterial and Antiviral Activities of Local Thai Green Macroalgae Crude Extracts in Pacific white Shrimp (	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Cnidaria	Hydrozoa	cnidarian	disease_outbreak	metagenomic_with_host_evidence
32120969	Antibacterial and Antiviral Activities of Local Thai Green Macroalgae Crude Extracts in Pacific white Shrimp (	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32132267	Detection of ostreid herpesvirus-1 in plankton and seawater samples at an estuary scale.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
32147373	The miRNAs profiling revealed by high-throughput sequencing upon WSSV infection in mud crab Scylla paramamosain.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32147468	A shrimp glycosylase protein, PmENGase, interacts with WSSV envelope protein VP41B and is involved in WSSV pathogenesis.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32147597	A negative elongation factor E inhibits white spot syndrome virus replication by suppressing promoter activity of the vi	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	isolated_and_cultured
32149020	Evaluation of a new Argovit as an antiviral agent included in feed to protect the shrimp 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
32156508	Molecular cloning and functional analysis of three STAT isoforms in red swamp crayfish Procambarus clarkii.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32156821	A Sustained Immune Response Supports Long-Term Antiviral Immune Priming in the Pacific Oyster, Crassostrea gigas.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
32156821	A Sustained Immune Response Supports Long-Term Antiviral Immune Priming in the Pacific Oyster, Crassostrea gigas.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
32162612	First comparison of French and Australian OsHV-1 µvars by bath exposure.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
32162612	First comparison of French and Australian OsHV-1 µvars by bath exposure.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	confirmed_infection	metagenomic_with_host_evidence
32174904	Microbiota Composition and Evenness Predict Survival Rate of Oysters Confronted to Pacific Oyster Mortality Syndrome.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
32199833	In situ hybridization revealed wide distribution of Haliotid herpesvirus 1 in infected small abalone, Haliotis diversico	haliotid herpesvirus 1	AbHV-1	Malacoherpesviridae	Aurivirus	Mollusca	Gastropoda	mollusk	confirmed_infection	metagenomic_with_host_evidence
32201349	The krüppel-like factor of Penaeus vannamei negatively regulates transcription of the small subunit hemocyanin gene as p	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32209685	Towards a Mechanism for Poly(I·C) Antiviral Priming in Oysters.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
32209685	Towards a Mechanism for Poly(I·C) Antiviral Priming in Oysters.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
32213666	Prevalence and genotypic diversity of ostreid herpesvirus type 1 in Crassostrea gigas cultured in the Gulf of California	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
32213666	Prevalence and genotypic diversity of ostreid herpesvirus type 1 in Crassostrea gigas cultured in the Gulf of California	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
32233137	Detection of infectious hypodermal and hematopoietic necrosis virus and white spot syndrome virus in whiteleg shrimp (	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32233137	Detection of infectious hypodermal and hematopoietic necrosis virus and white spot syndrome virus in whiteleg shrimp (	infectious hypodermal and hematopoietic necrosis virus	IHHNV	Parvoviridae	Penstyldensovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32234560	Antigenic properties of VP15 from white spot syndrome virus in kuruma shrimp Marsupenaeus japonicus.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
32247046	Two Wnt genes regulate the expression levels of antimicrobial peptides during Vibrio infection in Macrobrachium nipponen	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32259052	White spot syndrome viral protein VP9 alters the cellular higher-order chromatin structure.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32272137	How do abiotic environmental conditions influence shrimp susceptibility to disease? A critical analysis focussed on Whit	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32287452	Modulatory effects of ammonia-N on the immune system of 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32287454	Inhibition of white spot syndrome virus in 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32287457	Successful yellow head virus infection of 	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32289063	Computational identification of self-inhibitory peptides from white spot syndrome virus envelope protein VP28.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32302771	Cloning and characterization of chst11 from Procambarus clarkii involved in the host immune response of white spot syndr	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	isolated_and_cultured
32302771	Cloning and characterization of chst11 from Procambarus clarkii involved in the host immune response of white spot syndr	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Cnidaria	Hydrozoa	cnidarian	disease_outbreak	isolated_and_cultured
32311459	Environmental concentrations of sulfamethoxazole increase crayfish Pacifastacus leniusculus susceptibility to White Spot	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32313427	Yellow head-like viruses affecting the penaeid aquaculture industry: a review.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32313428	Gene expression kinetics of the yellow head virus in experimentally infected 	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	confirmed_infection	metagenomic_with_host_evidence
32318832	Molecular, histopathologic and electron microscopic analysis of white spot syndrome virus in wild shrimp (Fenneropenaeus	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32325213	Dietary Bacillus amyloliquefaciens enhance survival of white spot syndrome virus infected crayfish.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32336809	In situ detection of Australian gill-associated virus with a yellow head virus gene probe.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32348885	Dietary Hizikia fusiforme enhance survival of white spot syndrome virus infected crayfish Procambarus clarkii.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32350335	Latitudinal drivers of oyster mortality: deciphering host, pathogen and environmental risk factors.	ostreid herpesvirus 1	OsHV-1	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
32350335	Latitudinal drivers of oyster mortality: deciphering host, pathogen and environmental risk factors.	ostreid herpesvirus	OsHV	Malacoherpesviridae	Ostreavirus	Mollusca	Bivalvia	mollusk	disease_outbreak	metagenomic_with_host_evidence
32355276	Synthesis and evaluation of polyamine carbon quantum dots (CQDs) in Litopenaeus vannamei as a therapeutic agent against 	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32397950	Penaeidins restrict white spot syndrome virus infection by antagonizing the envelope proteins to block viral entry.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32505616	A cytokine receptor domeless promotes white spot syndrome virus infection via JAK/STAT signaling pathway in red claw cra	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32526284	Rab9 defense against white spot syndrome virus by participation in autophagy in Marsupenaeus japonicas.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32579894	WSSV proteins and DNA genome released by ultrasonic rupture can infect crayfish as effectively as intact virions.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32580003	Feasibility of vaccination against Macrobrachium rosenbergii nodavirus infection in giant freshwater prawn.	macrobrachium rosenbergii nodavirus	MrNV	Nodaviridae	Alphanodavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32585511	Trim23 promotes WSSV replication though negative regulation of antimicrobial peptides expression in Macrobrachium nippon	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32615142	A multi-target dsRNA for simultaneous inhibition of yellow head virus and white spot syndrome virus in shrimp.	white spot syndrome virus	WSSV	Nimaviridae	Whispovirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
32615142	A multi-target dsRNA for simultaneous inhibition of yellow head virus and white spot syndrome virus in shrimp.	yellow head virus	YHV	Roniviridae	Okavirus	Arthropoda	Malacostraca	crustacean	disease_outbreak	metagenomic_with_host_evidence
